% f evaluations | g evaluations | best noise-free fitness - Fopt (9.294000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.921805774e+02 +7.851205774e+02 +7.851205774e+02 +5.9671e-01 -3.8264e-02 +7.4769e-01 +1.6230e+00 -1.3415e-01 -1.3414e-01 +1.6792e+00 +8.6743e-01 -3.6947e-01 +6.4256e-01
6 0 +3.709509198e+02 +4.638909198e+02 +4.638909198e+02 +4.2408e-01 -2.8508e-01 -5.7692e-01 +7.1168e-01 +1.1310e+00 +1.0313e+00 -7.3922e-01 -2.0921e-01 +4.3126e-01 +1.0755e+00
38 0 +2.984268964e+02 +3.913668964e+02 +3.913668964e+02 +1.2451e-01 +5.9800e-01 +1.5511e+00 +1.0593e+00 +2.2532e+00 -6.6735e-01 +9.7232e-01 +2.8334e-01 +2.2898e+00 -7.0830e-01
43 0 +1.915415457e+02 +2.844815457e+02 +2.844815457e+02 +2.1607e+00 +1.8553e+00 -1.4896e-01 +1.0716e+00 +7.4538e-01 +1.4686e+00 -8.6492e-01 +7.8605e-01 +1.1584e+00 -1.6587e+00
51 0 +1.521126514e+02 +2.450526514e+02 +2.450526514e+02 -3.6213e-01 +2.7437e+00 +1.9857e+00 +1.7573e+00 +1.9959e+00 +1.1875e+00 -1.2074e+00 +1.9296e+00 +2.1331e+00 -4.5084e-01
54 0 +9.964815145e+01 +1.925881515e+02 +1.925881515e+02 +1.0374e+00 +1.7261e+00 -2.8859e+00 +3.3038e+00 +1.9184e-01 +3.2223e+00 -6.4520e-01 -1.0517e+00 +1.5965e+00 +3.8844e-01
94 0 +8.030435609e+01 +1.732443561e+02 +1.732443561e+02 +1.0834e+00 +1.1189e+00 +5.1960e-01 +2.4910e+00 +3.2928e+00 +9.8211e-01 +2.0319e+00 +1.7543e+00 +2.0505e+00 +1.8885e+00
105 0 +4.552533897e+01 +1.384653390e+02 +1.384653390e+02 -1.6225e+00 +1.1741e+00 +2.5814e+00 +2.4044e+00 +2.6116e+00 +2.9707e+00 +3.3529e-01 -1.4978e+00 +4.8676e+00 -7.3148e-01
252 0 +2.396392372e+01 +1.169039237e+02 +1.169039237e+02 +8.4703e-01 -4.8434e-01 +6.3467e-01 +4.3827e+00 +2.3376e+00 +1.6324e+00 +9.4651e-01 -2.8927e-01 +2.0225e+00 +1.2290e+00
352 0 +1.900501079e+01 +1.119450108e+02 +1.119450108e+02 +1.4511e+00 -6.9081e-01 -8.0811e-02 +4.3373e+00 +3.6102e+00 +1.1082e+00 +1.4962e+00 -2.7090e-01 +1.4220e+00 +6.6621e-01
406 0 +1.877856302e+01 +1.117185630e+02 +1.117185630e+02 +9.4230e-01 -1.2684e+00 -1.3180e+00 +3.8287e+00 +3.3318e+00 +2.3826e+00 +6.6024e-01 -1.1248e+00 +1.2620e+00 +7.5669e-01
447 0 +1.711563566e+01 +1.100556357e+02 +1.100556357e+02 +7.8356e-01 +5.0385e-01 +7.3301e-01 +3.6587e+00 +2.8909e+00 +2.5083e+00 +1.9234e+00 -3.3073e+00 +1.6714e+00 +1.0494e+00
471 0 +1.239773433e+01 +1.053377343e+02 +1.053377343e+02 +6.1492e-01 -4.9199e-01 -7.8379e-01 +3.6189e+00 +2.9929e+00 +2.8274e+00 +1.6501e+00 -2.5251e+00 +1.0602e+00 +1.2882e+00
546 0 +1.173000375e+01 +1.046700038e+02 +1.046700038e+02 +1.1903e+00 -4.4033e-01 +9.7592e-01 +4.2269e+00 +2.8003e+00 +2.0760e+00 +1.2349e+00 -1.5535e+00 +1.4904e+00 -6.3355e-02
589 0 +1.104465795e+01 +1.039846580e+02 +1.039846580e+02 +1.3103e+00 -3.0571e-01 +4.5586e-01 +3.5777e+00 +2.7760e+00 +2.8581e+00 +2.0150e+00 -2.1773e+00 +1.4087e+00 +1.2830e+00
604 0 +8.242722964e+00 +1.011827230e+02 +1.011827230e+02 +4.5871e-01 +3.4104e-01 +2.9378e-01 +2.3766e+00 +3.5507e+00 +3.3936e+00 +2.3452e+00 -2.0061e+00 +2.7760e+00 +1.0869e+00
669 0 +6.991489694e+00 +9.993148969e+01 +9.993148969e+01 +7.7892e-01 +2.8131e-01 -3.2791e-01 +3.6132e+00 +2.0452e+00 +2.6551e+00 +9.5554e-01 -1.2181e+00 +2.2943e+00 +1.0296e+00
686 0 +6.123010262e+00 +9.906301026e+01 +9.906301026e+01 +3.5960e-01 +2.6990e-01 +5.8250e-01 +3.8024e+00 +3.0814e+00 +2.6478e+00 +1.6572e+00 -2.6036e+00 +2.3975e+00 +1.0783e+00
724 0 +5.867814048e+00 +9.880781405e+01 +9.880781405e+01 +2.0158e-01 -1.0460e-02 +5.5517e-01 +3.6001e+00 +2.5389e+00 +3.1891e+00 +1.4734e+00 -2.0205e+00 +3.2276e+00 +1.0032e+00
756 0 +4.672192136e+00 +9.761219214e+01 +9.761219214e+01 +6.9118e-01 -6.4881e-01 -1.1604e-01 +4.0102e+00 +2.8301e+00 +2.9495e+00 +1.6265e+00 -1.7630e+00 +2.2562e+00 +1.4206e+00
797 0 +3.252232548e+00 +9.619223255e+01 +9.619223255e+01 -7.0581e-02 +6.0093e-01 +3.1576e-01 +2.6143e+00 +2.7658e+00 +3.7774e+00 +2.0618e+00 -2.2292e+00 +3.2930e+00 +2.1330e+00
827 0 +3.216907270e+00 +9.615690727e+01 +9.615690727e+01 +2.0042e-01 +5.0713e-01 +4.4863e-01 +3.4015e+00 +2.8740e+00 +3.7157e+00 +2.1017e+00 -2.3909e+00 +3.1262e+00 +2.3109e+00
1014 0 +2.914109372e+00 +9.585410937e+01 +9.585410937e+01 -4.9091e-01 +9.9661e-01 +1.1171e+00 +3.2203e+00 +2.8824e+00 +3.6379e+00 +2.2219e+00 -2.1647e+00 +4.0629e+00 +2.2768e+00
