% f evaluations | g evaluations | best noise-free fitness - Fopt (7.135000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.563025373e+02 +2.276525373e+02 +2.276525373e+02 +5.9671e-01 -3.8264e-02 +7.4769e-01 +1.6230e+00 -1.3415e-01 -1.3414e-01 +1.6792e+00 +8.6743e-01 -3.6947e-01 +6.4256e-01
2 0 +8.507595492e+01 +1.564259549e+02 +1.564259549e+02 -3.6342e-01 -3.6573e-01 +3.4196e-01 -1.8133e+00 -1.6249e+00 -4.6229e-01 -9.1283e-01 +4.1425e-01 -8.0802e-01 -1.3123e+00
3 0 +5.025798271e+01 +1.216079827e+02 +1.216079827e+02 +1.5656e+00 -1.2578e-01 +1.6753e-01 -1.3247e+00 -4.4438e-01 +2.1092e-01 -1.0510e+00 +4.7570e-01 -5.0064e-01 -1.9169e-01
4 0 +4.969194061e+01 +1.210419406e+02 +1.210419406e+02 -5.0171e-01 +1.9523e+00 +8.6503e-02 -9.5771e-01 +9.2254e-01 -1.1208e+00 +3.0886e-01 -1.8597e+00 -1.2282e+00 +2.9686e-01
5 0 +4.878548473e+01 +1.201354847e+02 +1.201354847e+02 +8.3847e-01 +2.7137e-01 -1.5648e-02 -2.0110e-01 -1.3785e+00 -6.1984e-01 -3.6064e-01 +1.1571e+00 +4.4362e-01 -1.6630e+00
13 0 +2.412096411e+01 +9.547096411e+01 +9.547096411e+01 +8.9103e-01 -8.0939e-01 +1.5028e+00 -1.3019e+00 +6.8686e-01 +2.2905e+00 -8.9054e-01 -4.6630e-01 +1.9965e-01 -4.0348e-01
288 0 +2.288616203e+01 +9.423616203e+01 +9.423616203e+01 +2.4428e+00 -5.0113e-01 -3.3192e+00 -3.1134e+00 +3.6975e+00 +3.4250e-02 -1.9070e+00 +2.1933e+00 +1.1206e+00 -4.1608e+00
659 0 +1.946763796e+01 +9.081763796e+01 +9.081763796e+01 -2.3289e+00 +2.1369e-01 -2.9308e+00 -3.2937e+00 +4.3689e+00 -1.0127e+00 +2.2611e+00 -1.3779e+00 +2.0372e+00 -3.9630e+00
1003 0 +1.804197638e+01 +8.939197638e+01 +8.939197638e+01 -3.9000e+00 +2.0355e+00 +1.1939e+00 +4.9967e+00 -2.6834e+00 -8.1398e-01 -3.1244e+00 +3.0954e+00 -2.8865e+00 -1.6633e+00
1379 0 +1.639037617e+01 +8.774037617e+01 +8.774037617e+01 +3.4424e+00 -3.3916e+00 -2.5982e+00 -2.2913e+00 -1.1563e+00 -3.0870e+00 -4.3827e+00 -2.8290e+00 -1.2773e+00 -1.2145e+00
1547 0 +1.512183713e+01 +8.647183713e+01 +8.647183713e+01 -2.0447e+00 -1.5602e+00 -2.1595e+00 +2.9577e+00 +4.5274e-01 -1.5723e+00 -3.0662e+00 +6.5585e-01 -3.0355e+00 -4.3472e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.552200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.743893307e+01 -2.977810669e+02 -2.977810669e+02 +5.9671e-01 -3.8264e-02 +7.4769e-01 +1.6230e+00 -1.3415e-01 -1.3414e-01 +1.6792e+00 +8.6743e-01 -3.6947e-01 +6.4256e-01
5 0 +4.767275423e+01 -3.075472458e+02 -3.075472458e+02 +8.3847e-01 +2.7137e-01 -1.5648e-02 -2.0110e-01 -1.3785e+00 -6.1984e-01 -3.6064e-01 +1.1571e+00 +4.4362e-01 -1.6630e+00
19 0 +4.686117056e+01 -3.083588294e+02 -3.083588294e+02 +7.2567e-01 -7.5716e-01 -9.7089e-01 +5.8247e-01 -1.2346e-01 +8.1400e-01 +5.7324e-01 +2.7171e-02 -7.4679e-01 -1.4148e+00
46 0 +4.684908744e+01 -3.083709126e+02 -3.083709126e+02 +3.7321e-02 +1.0551e+00 -8.8573e-01 +6.0405e-01 -4.3026e-01 -6.9287e-01 -7.0304e-03 -9.3524e-01 -4.5365e-01 -1.0979e+00
57 0 +3.434527160e+01 -3.208747284e+02 -3.208747284e+02 +3.4248e-01 +4.4651e-01 +1.0541e-01 +1.5679e+00 +4.2654e-01 +3.3193e-01 -6.1472e-01 +4.0118e-01 +5.4141e-01 -4.6079e-01
87 0 +2.533476063e+01 -3.298852394e+02 -3.298852394e+02 -9.5780e-01 -2.8803e-01 -1.0104e-01 -5.1973e-01 +1.1731e-01 +3.4458e-01 -1.6285e+00 +5.4521e-01 -2.3664e-01 +1.1515e+00
217 0 +2.313414706e+01 -3.320858529e+02 -3.320858529e+02 +2.1170e-01 +3.1277e-01 +3.4394e-02 +1.1486e+00 -2.9039e-01 -1.0688e-01 -7.3467e-01 -3.7262e-02 +4.9415e-02 +1.4817e-01
