% f evaluations | g evaluations | best noise-free fitness - Fopt (6.870000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.790586283e+01 +2.477586283e+01 +2.477586283e+01 +5.9671e-01 -3.8264e-02 +7.4769e-01 +1.6230e+00 -1.3415e-01 -1.3414e-01 +1.6792e+00 +8.6743e-01 -3.6947e-01 +6.4256e-01
2 0 +1.398791472e+01 +2.085791472e+01 +2.085791472e+01 -3.6342e-01 -3.6573e-01 +3.4196e-01 -1.8133e+00 -1.6249e+00 -4.6229e-01 -9.1283e-01 +4.1425e-01 -8.0802e-01 -1.3123e+00
6 0 +1.209096662e+01 +1.896096662e+01 +1.896096662e+01 +4.2408e-01 -2.8508e-01 -5.7692e-01 +7.1168e-01 +1.1310e+00 +1.0313e+00 -7.3922e-01 -2.0921e-01 +4.3126e-01 +1.0755e+00
11 0 +7.420184017e+00 +1.429018402e+01 +1.429018402e+01 -1.3154e+00 -3.2065e-01 -2.4271e-01 -7.0228e-01 -6.1286e-02 +5.0405e-01 +1.9862e+00 +2.7458e-01 +3.5755e-01 +2.5554e-02
15 0 +6.320188400e+00 +1.319018840e+01 +1.319018840e+01 +3.2746e-01 +1.4071e+00 -1.5075e+00 +2.8463e-01 +3.5988e-01 +8.8182e-01 -1.1370e+00 -1.2205e+00 +6.2194e-01 +3.9698e-01
25 0 +5.221448208e+00 +1.209144821e+01 +1.209144821e+01 -6.9252e-01 -1.4736e-02 +6.0499e-01 +9.6576e-01 -1.1003e+00 -2.3450e-01 -3.7495e-01 -5.5333e-01 +1.8655e+00 +5.0498e-01
118 0 +5.142352828e+00 +1.201235283e+01 +1.201235283e+01 +6.9082e-01 +1.1829e+00 +2.3467e+00 +1.8628e+00 -3.3259e-01 +2.2005e+00 -2.1682e+00 -1.3542e-01 +1.6101e+00 -3.0260e+00
122 0 +3.861230158e+00 +1.073123016e+01 +1.073123016e+01 -1.6606e+00 +1.2859e+00 +2.5316e-01 -1.3549e-01 -1.4917e+00 -1.6532e-01 +7.4003e-02 -9.6039e-01 +2.2765e+00 -6.8798e-01
414 0 +3.848902415e+00 +1.071890242e+01 +1.071890242e+01 +2.0504e+00 +1.3348e+00 +1.6365e+00 -4.4654e+00 -1.5325e+00 -3.5489e+00 +5.8905e-01 -1.8522e+00 +3.1511e+00 -2.9805e+00
612 0 +3.322813038e+00 +1.019281304e+01 +1.019281304e+01 +2.4691e+00 -9.9540e-01 -1.3929e-01 +4.9383e-01 +2.5142e+00 -1.0850e+00 -2.3817e+00 +1.9635e+00 -4.6507e+00 -4.5456e+00
